artist,title,genre,url,region,score,sp_popularity,sp_date,sp_img,sp_album_id,sp_artist_id
hansmole,Pain Songs,alternative,https://hansmole.bandcamp.com/album/pain-songs,victoria,33.067,4,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0264454a85aef024670cafd1b3,3fqxEETcwL11Dc7D8OXLy8,3TC6NNo2RLkLaR9AVFwQsz
The Radiation Flowers,Stuck In A Maze,alternative,https://theradiationflowers.bandcamp.com/album/stuck-in-a-maze,saskatchewan,33.0,5,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029eb71c4cbfe9230ce03a2193,5XbJob7KEUkEZgP8aLEpa8,5D4U4j04XF8ZXClTApukBd
P'tit Belliveau,Greatest Hits Vol.1,country,https://ptitbelliveau.bandcamp.com/album/greatest-hits-vol-1,newbrunswick,32.933,36,2020-03-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fea0f64d140753acda8f206c,6lu96wXodYiSB0UxccpBud,1Mnw1xS9MvW7sgitmlqnCM
High October,Not Mourning,alternative,https://highoctober.bandcamp.com/album/not-mourning,novascotia,32.667,0,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ae757e3976dd13b7d08bb6d5,5kfZk74U7kwmxMA1MwGqsT,07P4V6KSrfaMx2EkAzpPoU
Zachary Greer,Shelter,soundtrack,https://zacharygreer.bandcamp.com/album/shelter,newbrunswick,32.667,0,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023adf37bb2411a110cdbdb1cd,73vXmFxgUSKKSxcdO8PMzI,5s37Aa5F1kw37xhVSUSmSf
Hodag,Thirty One,rock,https://hodag1.bandcamp.com/album/thirty-one,victoria,32.667,0,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02be6cf127351bc38207690711,6WaAoGUHau8NTrktYE5y95,6RnIxUXnRg3lPIRD6GfldR
Twitch,Databomb,electronic,https://twitch-official.bandcamp.com/album/databomb,calgary,32.667,0,2020-04-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026373b720981443d2d4d6cafb,5ILsbor2Om4A4fWfUS2AfD,6tU9AaSCfWaeZd8E4t3dvu
Bristol Manor,Social Distancing,electronic,https://bristolmanor.bandcamp.com/album/social-distancing,calgary,32.6,1,2020-04-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021f8cc3e2ffbbabe783a9dd5c,7HCz53f6VpQBvEZuWDalUb,0s1W2tZxgkc6cFWLQup8Hv
Mick Davis,Rarities,rock,https://mickdavis.bandcamp.com/album/rarities,newfoundland,32.333,5,2020-04-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ff394abb3d5e986e2531e57b,4DKSUJ5J0mTOAWg4vxrYOX,49LFMxfnisUQrAOgeYNXkO
Brandon M.C.,Earth From 900 Million Miles Away,acoustic,https://brandonmc.bandcamp.com/album/earth-from-900-million-miles-away,newbrunswick,32.0,0,2020-04-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028db6a1db938602083a351a92,4aluuWqJB9dON0UenoGLuT,77Q7IC7rg0RAxhbZv0kLw4
"The Bros. Landreth, Mariel Buckley","Something New, Something Blue",folk,https://thebroslandreth.bandcamp.com/album/something-new-something-blue,manitoba,31.267,41,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02162bfe6a880ae3e4987bb9b4,1owvWmAtK1HIApA165upTM,7aW0i5ASfG998fHzkNDniL
The Sharkeaters,Unclench Yer Jaw,alternative,https://thesharkeaters.bandcamp.com/album/unclench-yer-jaw,britishcolumbia,31.2,2,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029286f12f0b2937b0f61bf85a,2uG1lkYcfF1z8w2pjO7Qhq,3ctYp3sU6eWuDhBthkrcUr
Dana Gavanski,Yesterday Is Gone,alternative,https://danagavanskifth.bandcamp.com/album/yesterday-is-gone,toronto,31.133,33,2020-03-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cd217afd38c3fc7cab0b0a7b,0bB0tJH93oXBaxdhJswBIp,1GSLjV7vq6pSsNAEFwWSbn
Area 3,Area 3,electronic,https://heart.bandcamp.com/album/area-3,vancouver,31.067,14,2020-04-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028ab3a40d55ad9e7048820e09,3P5koWkXz7oA0rZQ1P09kF,18mbSJTTn9mHCc5aZMfWR4
botfly,At Home With Alex,punk,https://botfly.bandcamp.com/album/at-home-with-alex,novascotia,31.0,15,2020-04-12T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025c9947fd44d2928df9aafa34,1WfEVXWhC3vOJugNR7Ef1C,7GVU1kUwgpaoVZS8eHr64K
Rigel,Isolation generation,,https://metabolizmrecords.bandcamp.com/album/isolation-generation,quebec,30.733,9,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02db5ae92c3e44d9b683fde3f8,272YBDtCwwTvJgviem6wFr,51LCXEMYKe2ncyKCyco4vY
narcoskeptic,VOIDS,experimental,https://roachlungrecordings.bandcamp.com/album/voids,novascotia,30.667,0,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02eb4bae61faa501c37e618b33,4PVYyB34gomcH1JafUjyhW,71jJ5mwFxla63Z8CvaISUN
Cody Smith,Overlooking Gatineau River - 2016,acoustic,https://codys.bandcamp.com/album/overlooking-gatineau-river-2016,ottawa,30.667,0,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f2909f8cb935a636fbaa5ebd,5HoKnZYNgxW7aSVT0epAQS,1AtDdFAbfdtuM8wGba7iJZ
Mild Manors,Mild Manors,alternative,https://mildmanors.bandcamp.com/album/mild-manors,newfoundland,30.667,0,2020-04-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a55dfc08421dc0ca57aa7af8,10EtDGt4ECXmsfEYTZz1Go,6tu0poYD76wbVyQuN8Tclw
Laffey,Perspectives,,https://inneroceanrecords.bandcamp.com/album/perspectives,calgary,30.667,50,2020-03-11T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024e3bb0ab28f0c2f8fcf3392d,0sqPeEHfDqazsuccJkMG97,7LWdcPFBFcRaamGjIJbPV7
Mohamed Assani,Wayfinder,world,https://mohamedassani.bandcamp.com/album/wayfinder,vancouver,30.6,1,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02acf0b81b66eabf6f2ab7542a,2vATw4DqP4dghwsnzCyitp,1i8jEAHt5HeNXiGom7x3aN
Gordon Grdina's The Marrow,Safar-e-Daroon,jazz,https://gordongrdina.bandcamp.com/album/safar-e-daroon,vancouver,30.6,1,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ef0f5d4d347d8ff604f2200e,1nAZRz0DmblyH7rz3twUnp,4M2Muaj3ytnrJ2v6FZRmHo
Kristen Martell,Coming Home,folk,https://kristenmartell.bandcamp.com/album/coming-home,novascotia,30.6,1,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a0ef42a1b173fe9c5a9a5295,0xPR21ui5OlUStoVDdt375,106VuNdJU4rmNGFwUVB3fy
Wildflowers/Waiting For You,Akibimi Superstar,alternative,https://wildflowerswaitingforyou.bandcamp.com/album/akibimi-superstar,ottawa,30.6,1,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026c1921c166e394bb1b00abbe,5nSKNonopU5Ihvxqgj1Y9W,5tyhwetKaEAk5MZLrG0F1x
Eric Braun,"The Cure, Pt. 2",folk,https://ericbraun.bandcamp.com/album/the-cure-pt-2,calgary,30.6,1,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c34ece7379aeff473565afb9,1aquce004MC42lMx0ryChE,5AzEGtrqva0AqRvugQpTN3
L Sosa,Sosa Files Volume 1.,electronic,https://lsosa.bandcamp.com/album/sosa-files-volume-1,britishcolumbia,30.467,3,2020-04-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02727d42f10cea576a72eceb3d,0tPvcLAoSR2QN2ceQCgnsV,2sXL8Ayvnqar59s7NH9Ht0
Emcee Originate,Keep it Movin',hip-hop/rap,https://emceeoriginate.bandcamp.com/album/keep-it-movin,montreal,30.4,14,2020-04-12T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b2ba13304192eb99c9035951,2tygY9tNWzS6k4lTeN8jRA,5uspWm1KlYzGprLtrzMRK4
Shallow End,WEB // OF // LIES,punk,https://shallowend.bandcamp.com/album/web-of-lies,victoria,30.333,5,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fe70eef7d42e94c8b1d1d585,6V0r3vQEHEGx3R7maUMCIS,3JObEYEX3r3pAvJqMFukH7
Ultraklystron,Just You Wait and See,hip-hop/rap,https://ultraklystron.com/album/just-you-wait-and-see,victoria,30.333,5,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02845b221f034a01a972f432c3,0d4Eq4uXqpXh1yInmRKcFc,3oZ7SsUW4wmvVLlRrbwadH
GGerry Lemon,Triathlon,electronic,https://ggerrylemon.bandcamp.com/album/triathlon,ottawa,30.0,0,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bf6621dfa9b760327a96c4bd,3dNBRYgvQAEddSNL8eG6Rt,5ysAmHZMzwmTeWTIKmt1Kt
Necat,Ineptire,alternative,https://necatofficial.bandcamp.com/album/ineptire,newbrunswick,30.0,0,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026980c13d6231dd204fe80279,1STf8RgL5js0Se9Wmciick,6BxB0tevBzhScHXmfW0mvF
Jack Lumber Band,Jack Lumber Band,rock,https://jacklumberband.bandcamp.com/album/jack-lumber-band,calgary,30.0,0,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0249f8bf37df54218b22054226,0RJ0ntkRBFPKEnT0qaldGe,3rdhmul18if699eTjizYDu
BBJ,Sailboat Demos,alternative,https://bbjmusic.bandcamp.com/album/sailboat-demos,calgary,30.0,0,2020-04-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0250d5369e613722befdbf2c3e,4fgizZNbm442Oxox9yWQ38,53DWnnYVPDiqySOrLlPz2g
Gypsy Kumbia Orchestra,VelkomBak,world,https://gypsykumbia.bandcamp.com/album/velkombak,montreal,29.733,4,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f414c34e1dc917c381d88634,4NTADJjlGWEC2UI4d4cqYr,2etChfCHaNA4T2lY6jaS6m
Melo.Nade,A Melo Symphony,electronic,https://melo-nade.bandcamp.com/album/a-melo-symphony,calgary,29.733,4,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ccc03463ac897667a49aea29,4Cksw38PKgKeUZqLIb19JC,68TnV7z3MqRXWohoQkWfEj
Quiet Parade,The Will To Weather The Storm,folk,https://quietparade.bandcamp.com/album/the-will-to-weather-the-storm,novascotia,29.533,7,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029dde93c4357c36762c969751,2v8uCxlAvemDhfWVS3qTxm,7pkxrx36rBvwa58fB1rtj4
Subfloor,.Subfloor.,experimental,https://solotet.bandcamp.com/album/subfloor,alberta,29.333,0,2020-04-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fa2c270576d6a96ba5468d8b,7bFKQhTlDXQIiVfCZqbgci,3kFL51SVlhgy1Pdny72Lk2
The Tenenbaums,"God damn it, you've got to be kind",punk,https://thetenenbaums.bandcamp.com/album/god-damn-it-youve-got-to-be-kind,ottawa,29.2,2,2020-04-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023c21f2c4a783da846e90a581,7KdtswtYVg3gIwpEF8ODwc,2QmuvYTTeeLJv7txCl6Luf
howiewonder,surface,experimental,https://howiewonder.bandcamp.com/album/surface,victoria,29.0,35,2020-03-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d0dad07b29860454265bd578,34bouPObcdWR9o1pPTueHw,6tLB3u0PouAAwQXDRFuiSk
Underfelt,Mausoleum_v,electronic,https://underfelt23.bandcamp.com/album/mausoleum-v,edmonton,28.6,1,2020-04-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029347874aa5c2e896a87ff8ef,0buS9vIkPjmaNJHRKQvRjO,1dFoajLrLsDCZwx3SpGOM6
Zakary Miller,I'm New Here,country,https://zakarymiller.bandcamp.com/album/im-new-here,novascotia,28.533,2,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02818bebc739da0f0cd1d58e0f,5JDanPvvHHYLhAF2Y3mkgW,7jzBdQujMa7VVZ7eAVQrtJ
Hollow Oax,HOLLOW OAX,experimental,https://hollowoax.bandcamp.com/album/hollow-oax,saskatchewan,28.533,2,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023d79f4809156af3c8c341b9f,2UcdncGZ6Qtapt6YxCjA7U,6nq2QhoIAQ3ov9Dfznq2Ww
Alien Baby Girl,No Future,rock,https://alienbabygirl.bandcamp.com/album/no-future,ottawa,28.333,5,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027018c92087f89e1dc10eb2a8,0T9hI0tcGIS78NT8dg7Tu9,6U2uATLR0PR0MpGGMwitFi
Fiver,You Wanted Country? Vol. 1,alternative,https://youvechangedrecords.bandcamp.com/album/you-wanted-country-vol-1,toronto,28.0,20,2020-04-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02015f39af669fd001f1fbdaff,6P3Nf6AtzuIopOnIL2X35e,1nvq3vakg2j1A0wTpV0AkO
Beach Vicodin,Glass Contract,experimental,https://buriedinslaganddebris.bandcamp.com/album/glass-contract,novascotia,28.0,0,2020-04-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029b5e61578a5c5b1705b72371,5QWmdR1CLNSQJGwJlDTUHA,68kYSo8WuhFoHLEEfXssoI
Adam Bay,Luna's Light,folk,https://adambay.bandcamp.com/album/lunas-light,victoria,28.0,0,2020-04-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b54f1b3730931e92e12a4c97,7qbgAtGonpSbbqunamA4cu,7xLWxZKTGa90cIKIDSbFCx
The Dog Indiana,Never,punk,https://thedogindiana.bandcamp.com/album/never,victoria,27.933,1,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023598c0d388dd1e8495a7fd0a,18D35UFqT8jFYAhpMSmBOy,53TGt2EWHRso08iTsYBaYl
wanderingaria,The soundless sleep,electronic,https://wanderingaria.bandcamp.com/album/the-soundless-sleep,calgary,27.933,1,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02782fcfba3e2c35cf736f8823,1naykFC5EOcwbHEqhB0yfl,2nD5kMa3ZLifGqLYKdZ47b
Familiars,All In Good Time,rock,https://familiarsmusic.bandcamp.com/album/all-in-good-time,toronto,27.867,12,2020-04-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020e5585befa409ae40ba60acc,3Bp4s7WUB2z6vPUGnYkIf2,4uprpW6W5uJorD6aIzFNH2
Loser Points,Games We Play To Hide,punk,https://loserpoints.bandcamp.com/album/games-we-play-to-hide,edmonton,27.8,13,2020-04-09T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b92050f86666e2e3903b2751,5TBfcyxyDDgmaL6egrDJRF,33HHP9FDGdlkd1wlqn5ioS
Dragon Fli Empire,Banff Avenue,hip-hop/rap,https://makebelievehiphop.bandcamp.com/album/banff-avenue,calgary,27.467,28,2020-03-26T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c44ad34640374cb403d9bc25,1uNnuGY7TeRZF5GlQp9gtJ,7pINBiGkyGRA50rqXQmFZd
Sky Kyd,Get Over It,electronic,https://skykyd.bandcamp.com/album/get-over-it,novascotia,27.333,0,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02872b5c1a607626ffcaf72f2b,6LOIutzBKzJnNZTVeEDUye,10veklJnGiGIpOg7dwNACX
WESTMNSTR,Love Music Memories,rock,https://westmnstr.bandcamp.com/album/love-music-memories,manitoba,27.333,0,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02468b9a1b2b7ddd3adf86cb64,1PtPpaPTnCZINA5grUEPu9,5LBe1lxoBHWqjVhAWTAzut
ANTIDOTE DUO,CONTINUUM,world,https://antidoteduo.bandcamp.com/album/continuum,quebec,27.333,0,2020-04-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020f2d99a2ac5247a567f79a2c,0pyhdxZWH5jD65O8gZyBZV,5ebILCygHiIXga23PXH4oU
The Rezonator,Future War,electronic,https://therezonator.bandcamp.com/album/future-war,ottawa,27.267,1,2020-04-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d3145b18d415a243c8578279,7mKE79MBnXxNVYSzfWrjRw,0dT4uGHPgUU5uyrTSy2Tk0
Brode,Melancholia,hip-hop/rap,https://brode.bandcamp.com/album/melancholia,manitoba,27.267,1,2020-04-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e30f2828967eca1610770fb6,5SaeXnsISO4ZwTXAYnXQ4O,2CrRgiZp1YHcddtOuDn36t
Front Line Assembly,Feeder,alternative,https://frontlineassembly.bandcamp.com/album/feeder,vancouver,27.2,42,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0272f3db3811cdc12f2fa9ad70,1zp0qcuYDcBCvDcdLrAIUc,5QYAExYvxixCVwX70SRf7F
flecton big sky,Dreams My Brain Left Out: 1996-2016,alternative,https://flecton.bandcamp.com/album/dreams-my-brain-left-out-1996-2016,ottawa,27.133,3,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a80a5ac10e8dd1a3476efd40,282ZZ4UaGTMo0weB5KzgyD,25KnNaal7eakPAOJvnpXmb
Landos,Television,acoustic,https://landos.bandcamp.com/album/television,calgary,27.133,3,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02423f3c471ea573522f808aaa,6YAhgSjs3vSBzIx83I0KFE,6NGNG5cJMRQPXDDEMUXITy
Tony Maigua,Yana Yurak Demo .feat Tony Maigua,rock,https://tonymaigua.bandcamp.com/album/yana-yurak-demo-feat-tony-maigua,saskatchewan,26.667,0,2020-04-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02484160799adb4c821216540c,656xa7OLp8OGaIlzGZtua1,0SndIsxwQDomIDvf1SSETr
Soap Opera,Be Fine,alternative,https://soapoperaband.bandcamp.com/album/be-fine,newfoundland,26.667,10,2020-04-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024416e89ede5ca5e3b16b71fc,6fJOh0SQFwnNAwYwPRLfdt,7Lhb6GfQ7SwZg6MkTBgZ8e
The Strange Valentines,Forks,folk,https://thestrangevalentines.bandcamp.com/album/forks,novascotia,26.6,1,2020-04-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ba25766f5ce130d7032c2be1,7DLFkkuvXKjJxVb1mqe0OO,2byvpI4x9Bixve1hhQ66uS
Flashback,Heathen Of Influence,rock,https://flashback-yyc.bandcamp.com/album/heathen-of-influence,calgary,26.533,2,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020a89098fb1a27391f4d94436,7JlLunud5j5H55eay6G9qx,0pStsz9PV5qxTARxYgoAig
Jennah Barry,Holiday,folk,https://jennahwbarry.bandcamp.com/album/holiday,novascotia,26.333,25,2020-03-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cc3f36e095ded4418712c87b,6kAoPIXf5SsXBO7nyHNNu3,4mtHSX9bk35K4sQg8HAK6n
Murge,Here We All Are,electronic,https://murgemusic.bandcamp.com/album/here-we-all-are,victoria,26.333,25,2020-03-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022b2e5124edeb3993dbe3abe8,7FxKZjU2LPwRrSQZvfXmPy,3ykuLH14n05EsgIRDZER5W
Torso,oblivious,electronic,https://torso-edm.bandcamp.com/album/oblivious,edmonton,26.0,0,2020-04-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021c7667a64b887c63f26b4cd7,44h2MjaMbHyY8UXfV5kW9f,2RSVsbyU5vpryxf37210sd
Doug Rice,North To Alaska,country,https://dougrice1.bandcamp.com/album/north-to-alaska,calgary,26.0,0,2020-04-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f52d1040d57770d88cd4f7aa,45UQqf4s3AjrwlAnogGDRs,4jvQMdCbmeezaHmyhT6okD
Golden Dinosaurs,Holocene,alternative,https://goldendinosaurs.bandcamp.com/album/holocene,calgary,26.0,0,2020-04-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024cf905ac75b6b70f58d41332,5Har6ZABDluvqXr9hKLLzx,6YNA4MTKwU8FlQ20wcKg7P
Troy No,Streams Of Memories,electronic,https://troyno.bandcamp.com/album/streams-of-memories,ottawa,25.933,1,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021bfee72f274a42f353adc8b8,1mOaIe8biDj318Q8rZiNpv,1FAu8tXczUIqXu12Po2Vtf
mosst ghost,Carving Grounds,electronic,https://mosstghost.bandcamp.com/album/carving-grounds,calgary,25.933,1,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0280bb70effb7e4e1eedfbd1a9,3nC4NsOksJXfg18D5he0Xi,7dxBsahlg9V3DehCf8xKPl
Laura Halvorsen,Sunday,pop,https://laurahalvorsen.bandcamp.com/album/sunday,calgary,25.933,1,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029f514493d3953480a489620f,3S8AFnDLAmtW09XmoR5KF2,53pU8WQwO7aEc8dAcNaezG
Ride Til Dawn,The Glass Mirage,rock,https://ridetildawn1.bandcamp.com/album/the-glass-mirage,saskatchewan,25.4,19,2020-03-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02067d7a8e959137f776a73b39,5eRyzgX34eazWC87RMsyY3,5FWkEuTm012ufks22XnULr
Tooth & the Fang,Songs from the Broadview Wind Tunnel,folk,https://toothandthefang.bandcamp.com/album/songs-from-the-broadview-wind-tunnel,newbrunswick,25.333,0,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bd4ebb07edef306cc6b1d1c0,74jpxp01nwvUyzSEMiR8lD,2tcS8YBVjlbTCZudxopW2G
Fetus Blasters,Friendly Furs,experimental,https://fetusblasters.bandcamp.com/album/friendly-furs,calgary,25.333,0,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c4dc1edafa8ecf79c4c91b4a,2LVa4LcYvUhE9qiWzgJHDm,3hj394jHWulqTLZyxQLsvO
Aband*nthecar,Use Somebody,pop,https://abandonthecar.bandcamp.com/album/use-somebody,manitoba,25.333,0,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024ee3f7ef789d5702995fb088,4uJBL1g1DcqvvnH1b7g6Oj,2Uzt3a47uSOFwUqQ6U3gEQ
Zoubi,Ruby,folk,https://zoubimusic.bandcamp.com/album/ruby,quebec,25.333,0,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c23a9f9d03bfa4308269900c,23cg38hJpwnwFGd6zCKbPT,6Q6ZiJVIpuwVfrbKS1i8q9
Bring The Ember,A Change Of Heart Reignited,rock,https://btemusic.bandcamp.com/album/a-change-of-heart-reignited,alberta,25.333,0,2020-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024d335f63ba88cce4b8e1dcaf,6G3XtafBzf0ZlsyNo7J7pd,20abSdABEQafjPvtstGHA0
Taylor Ackerman's Global Acid Reset,Perfect Vision,rock,https://taylorackerman.bandcamp.com/album/perfect-vision,alberta,25.267,1,2020-04-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0222830ba6a2957a4add57b978,0kEda0R8C8NYxkvcz0pxUK,4FQ99EWnKq32oqxcrteqnR
Organ Eyes,Spirits on Acid,rock,https://organeyes.bandcamp.com/album/spirits-on-acid,ottawa,25.2,2,2020-04-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02603f4cc3ed6dee73c9795858,52Ldg0Bb5tdflhoPsQ6Oue,4JxAJWLw0DIhHdWRrBXmU3
Milksnake,Fad Lava,alternative,https://milksnake.bandcamp.com/album/fad-lava,novascotia,25.067,4,2020-04-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0221886ec301c8b3b58021495e,2tj38zgLIJcAhkMmjGBuBv,1GYsxAA6eAFusD3oCCgvTk
AVRIG,Shruggles,electronic,https://avrig.bandcamp.com/album/shruggles,calgary,24.667,0,2020-04-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a36e43cac4c06e5729aa6152,3iSn7BvikBdYm8hBop0oFm,0ce20r5bGLivEdXdvn8yMR
AVRIG,NOIDS,electronic,https://avrig.bandcamp.com/album/noids,calgary,24.667,0,2020-04-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0223cbb747946c012fac15037b,1LlSn64Vig1NuZzXSR3F79,0ce20r5bGLivEdXdvn8yMR
Levi Edward,It's Only Love / All That I End Up Knowing,folk,https://leviedward.bandcamp.com/album/its-only-love-all-that-i-end-up-knowing,manitoba,24.667,0,2020-04-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0290db65d912e092d7d488c8a9,402f7oaHLO2fJm3Lj4PJek,4RRBlpVj9i9nsNgCYn33f7
Monsters Who Sleep,X,folk,https://monsterswhosleep.bandcamp.com/album/x,novascotia,24.533,2,2020-04-14T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fa73ce414327b857069f1c86,2vD8V1IgijI7pPFtuBxYZk,0mjOhf8Geeyzpnd9VLpEtb
Mooki,Mooki Tape,hip-hop/rap,https://fourthquarterrecords.bandcamp.com/album/mooki-tape,manitoba,24.133,8,2020-04-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f1618f971aa2bae508aaf5b4,7eaZkds8vvu2YaCaYIQ0f4,0UDTHZVE2QGS0biZN9roy1
